;;;Bibtex_orig;;;;;;;;;;;ChatGPT;;;;;;;;;;;;Llama;;;;;;;;;;;;CERMINE;;;;;;;;Neural ParsCit
lnum;style;et al.;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;description;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;description;au;ti;jo;ye;pa;vo;nu;description;au;ti;jo;ye;pa;vo;bo;description
1138;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Evaluating Literature With Bibliometrics <-> Interactive Learning Environments -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Evaluating Literature With Bibliometrics <-> Interactive Learning Environments -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Interactive Learning Environments <-> Interactive Learning Environments 30 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: sgreener <> 38s | title: Evaluating Literature With Bibliometrics <> Greener, Interactive | journal: Interactive Learning Environments <> Learning Environments | pages: 1168-1169 <> 1168-1169,1049-4820 | volume: 30 <> 30,issn | 
1139;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Forgotten Founder Of Bibliometrics <-> Nature -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Forgotten Founder Of Bibliometrics <-> Nature -|- ;MISS;MISS;MISS;OK;DIFF;OK;DIFF;pages: 218 <-> 0028-0836 -|- number: 7504 <-> 218 -|- ;MISS;MISS;DIFF;OK;DIFF;DIFF;NONE;journal: Nature <> Rousseau, Nature | pages: 218 <> 0028-0836 | volume: 510 <> 39.R.510,218,issn | 
1140;science;0;inproceedings;1;1;0;1;0;0;1;1;1;0;OK;OK;DIFF;NONE;OK;NONE;NONE;OK;NONE;DIFF;NONE;title: Technology Intelligence With Bibliometrics <-> Imecs 2007: International Multiconference Of Engineers And Computer Scientists -|- booktitle: Imecs 2007: International Multiconference Of Engineers And Computer Scientists, Vols I And Ii <-> International Multiconference Of Engineers And Computer Scientists -|- ;DIFF;DIFF;DIFF;NONE;MISS;NONE;NONE;OK;NONE;MISS;NONE;ENTRYTYPE: inproceedings <-> proceedings -|- author: hchangjgausemeiersihmelscwenzelmann <-> cwenzelmannsihmelsjgausemeierhchang -|- title: Technology Intelligence With Bibliometrics <-> Proceedings Of Issi 2007: 15Th International Conference Of The International Society For Scientometrics And Informetrics -|- ;DIFF;DIFF;ADDED;OK;DIFF;ADDED;NONE;author: hchangjgausemeiersihmelscwenzelmann <-> peoplesrchina -|- title: Technology Intelligence With Bibliometrics <-> Wenzelmann, Presented At The Imecs 2007 -|- pages: 796+ <-> 978-988 -|- ;DIFF;DIFF;ADDED;DIFF;DIFF;NONE;MISS;author: hchangjgausemeiersihmelscwenzelmann <> andcwenzelmannsihmelsjgausemeier40hchang | title: Technology Intelligence With Bibliometrics <> The Imecs | year: 2007 <> 2007:21-23,2007 | pages: 796+ <> 796+,isbn:978-988-98671-4-0 | 
1141;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Can Bibliometrics Measure Up <-> Physics World -|- ;OK;DIFF;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;author: dhicksdcrouch <-> dhicks -|- title: Can Bibliometrics Measure Up <-> Physics World -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: dhicksdcrouch <-> dcrouch -|- journal: Physics World <-> Physics World 3 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: dhicksdcrouch <> dcrouch41dhicks | pages: 27-28 <> 0953-8585 | volume: 3 <> 3,27-28,issn | 
1142;science;0;inproceedings;1;1;0;1;0;0;1;1;1;0;OK;OK;DIFF;NONE;OK;NONE;NONE;OK;NONE;DIFF;NONE;title: Scientific Workflows For Bibliometrics <-> Proceedings Of Issi 2015 Istanbul: 15Th International Society Of Scientometrics And Informetrics Conference -|- booktitle: Proceedings Of Issi 2015 Istanbul: 15Th International Society Of Scientometrics And Informetrics Conference <-> 15Th International Conference Of The International-Society-For-Scientometrics-And-Informetrics (Issi) On Scientometrics And Informetrics -|- ;DIFF;DIFF;DIFF;NONE;MISS;NONE;NONE;OK;NONE;MISS;NONE;ENTRYTYPE: inproceedings <-> article -|- author: atgulercjfwaaijermpalmblad <-> mpalmbladcjfwaaijeratguler -|- title: Scientific Workflows For Bibliometrics <-> Proceedings Of Issi 2015: 15Th International Conference Of The International Society For Scientometrics And Informetrics -|- ;DIFF;DIFF;ADDED;OK;OK;NONE;NONE;author: atgulercjfwaaijermpalmblad <-> sugimotoc -|- title: Scientific Workflows For Bibliometrics <-> 15Th International Conference Of The International-Society-For-Scientometrics-Andinformetrics (Issi) On Scientometrics And Informetrics -|- ;DIFF;DIFF;ADDED;DIFF;DIFF;ADDED;MISS;author: atgulercjfwaaijermpalmblad <> mcjfwaaijer42atguler | title: Scientific Workflows For Bibliometrics <> Palmblad, Presented At The Proceedings | year: 2015 <> 20152015 | pages: 1029-1034 <> 1029-1034,978-975-518-381-7 | 
1143;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: About Metrics Of Bibliometrics <-> Journal Of Chemical Information And Computer Sciences -|- ;OK;OK;DIFF;OK;OK;OK;MISS;OK;NONE;NONE;NONE;title: About Metrics Of Bibliometrics <-> Journal Of Chemical Information And Computer Sciences -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Journal Of Chemical Information And Computer Sciences <-> Journal Of Chemical Information And Computer Sciences 33 -|- ;DIFF;MISS;DIFF;OK;DIFF;DIFF;NONE;author: mkunz <> journalofchemical43mkunz | journal: Journal Of Chemical Information And Computer Sciences <> Information And Computer Sciences | pages: 193-196 <> 0095-2338 | volume: 33 <> 33,193-196,issn | 
1144;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;DIFF;MISS;NONE;NONE;NONE;title: The Importance Of Bibliometrics <-> Library Journal -|- number: 18 <-> 10 -|- ;OK;OK;DIFF;OK;OK;OK;MISS;DIFF;NONE;NONE;NONE;title: The Importance Of Bibliometrics <-> Library Journal -|- pages: 10 <-> 10- -|- ;MISS;MISS;DIFF;OK;DIFF;MISS;DIFF;journal: Library Journal <-> Library Journal 112 -|- pages: 10 <-> 0363-0277 -|- number: 18 <-> 10 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: mline <> 44mline | pages: 10 <> 0363-0277 | volume: 112 <> 112,10,issn | 
1145;science;0;article;1;1;1;1;1;1;0;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;NONE;NONE;NONE;NONE;title: Preparation Of Bibliometrics Papers <-> Anais Da Academia Brasileira De Ciencias -|- ;DIFF;OK;DIFF;MISS;OK;MISS;MISS;NONE;NONE;NONE;NONE;ENTRYTYPE: article <-> phdthesis -|- title: Preparation Of Bibliometrics Papers <-> Anais Da Academia Brasileira De Ciencias -|- ;DIFF;DIFF;MISS;OK;ADDED;MISS;MISS;author: glewison <-> anaisdaacademiabrasileiradeciencias -|- title: Preparation Of Bibliometrics Papers <-> 92 -|- ;DIFF;DIFF;DIFF;OK;ADDED;DIFF;NONE;author: glewison <> 45glewison | title: Preparation Of Bibliometrics Papers <> Anais Da Academia Brasileira | journal: Anais Da Academia Brasileira De Ciencias <> De Ciencias | volume: 92 <> 92,issn | 
1146;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Ajet Bibliometrics And Licensing <-> Australasian Journal Of Educational Technology -|- ;OK;DIFF;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;author: eheinrichmhendersonpredmond <-> eheinrich -|- title: Ajet Bibliometrics And Licensing <-> Australasian Journal Of Educational Technology -|- ;DIFF;MISS;DIFF;DIFF;DIFF;MISS;MISS;author: eheinrichmhendersonpredmond <-> iiv -|- journal: Australasian Journal Of Educational Technology <-> Australasian Journal Of Educational Technology 35 -|- year: 2019 <-> issn -|- pages: I-IV <-> 1449-3098 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: eheinrichmhendersonpredmond <> predmondmhenderson46eheinrich | title: Ajet Bibliometrics And Licensing <> Australasian Journal Of Educational | journal: Australasian Journal Of Educational Technology <> Technology I-Iv | pages: I-IV <> 1449-3098 | volume: 35 <> 35,issn | 
1147;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Making Sense Of Bibliometrics <-> Acta Neuropsychiatrica -|- ;OK;OK;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;title: Making Sense Of Bibliometrics <-> Acta Neuropsychiatrica -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Acta Neuropsychiatrica <-> Acta Neuropsychiatrica 23 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: gehunt <> 47gehunt | pages: 80-81 <> 0924-2708 | volume: 23 <> 23,80-81,issn | 
1148;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;DIFF;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;author: rnbroadus <-> rbroadus -|- title: Early Approaches To Bibliometrics <-> Journal Of The American Society For Information Science -|- ;OK;DIFF;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;author: rnbroadus <-> rbroadus -|- title: Early Approaches To Bibliometrics <-> Journal Of The American Society For Information Science -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: rnbroadus <-> rbroadus -|- journal: Journal Of The American Society For Information Science <-> Journal Of The American Society For Information Science 38 -|- ;DIFF;MISS;DIFF;OK;DIFF;DIFF;NONE;author: rnbroadus <> journalof48rbroadus | journal: Journal Of The American Society For Information Science <> The American Society For Information Science | pages: 127-129 <> 127-129,0002-8231 | volume: 38 <> 38,issn | 
1149;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: International Seminar On Bibliometrics <-> Transinformacao -|- ;OK;DIFF;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;author: jmrussellmvictoriaguzmaniaguillofcollazoreyesrmugnaini <-> rmugnainifcollazoreyesiaguillomvictoriaguzmanjmrussell -|- title: International Seminar On Bibliometrics <-> Transinformacao -|- ;DIFF;MISS;MISS;OK;OK;OK;MISS;author: jmrussellmvictoriaguzmaniaguillofcollazoreyesrmugnaini <-> mugnainir -|- ;DIFF;DIFF;MISS;DIFF;DIFF;DIFF;NONE;author: jmrussellmvictoriaguzmaniaguillofcollazoreyesrmugnaini <> rfcollazoreyesiaguillomvictoriaguzman49jmrussell | title: International Seminar On Bibliometrics <> Mugnaini, Transinformacao | year: 2014 <> 227-228,(2014 | pages: 227-228 <> 0103-3786 | volume: 26 <> 26,issn | 
1150;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Semiotics And Evaluative Bibliometrics <-> Journal Of Documentation -|- ;OK;OK;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;title: Semiotics And Evaluative Bibliometrics <-> Journal Of Documentation -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: bcronin <-> croninb -|- journal: Journal Of Documentation <-> Journal Of Documentation 56 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: bcronin <> cronin | title: Semiotics And Evaluative Bibliometrics <> Journal Of | journal: Journal Of Documentation <> Documentation | pages: 440-453 <> 440-453,0022-0418 | volume: 56 <> 50.B56,issn | 
1151;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Dictionary Of Bibliometrics - Response <-> Journal Of The American Society For Information Science -|- ;OK;OK;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;title: Dictionary Of Bibliometrics - Response <-> Journal Of The American Society For Information Science -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Journal Of The American Society For Information Science <-> Journal Of The American Society For Information Science 48 -|- ;DIFF;MISS;DIFF;OK;DIFF;DIFF;NONE;author: kmccain <> journalofthe51kmccain | journal: Journal Of The American Society For Information Science <> American Society For Information Science | pages: 480-481 <> 0002-8231 | volume: 48 <> 48,480-481,issn | 
1152;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Statistical Bibliography Or Bibliometrics <-> Journal Of Documentation -|- ;OK;OK;DIFF;OK;OK;MISS;MISS;OK;NONE;NONE;NONE;title: Statistical Bibliography Or Bibliometrics <-> Journal Of Documentation -|- ;OK;MISS;DIFF;OK;DIFF;MISS;DIFF;journal: Journal Of Documentation <-> Journal Of Documentation 25 -|- pages: 348+ <-> 0022-0418 -|- number: 4 <-> 348 -|- ;MISS;DIFF;OK;OK;DIFF;DIFF;NONE;title: Statistical Bibliography Or Bibliometrics <> Pritchard, | pages: 348+ <> 0022-0418 | volume: 25 <> 52.A25,348+,issn | 
1153;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;DIFF;OK;MISS;OK;NONE;ADDED;NONE;title: Scientific Workflows For Bibliometrics <-> Scientometrics -|- year: 2016 <-> 2015 -|- ;DIFF;DIFF;DIFF;MISS;MISS;OK;MISS;DIFF;NONE;NONE;NONE;ENTRYTYPE: article <-> inproceedings -|- author: atgulercjfwaaijermpalmblad <-> tguler -|- title: Scientific Workflows For Bibliometrics <-> Scientometrics And Informetrics -|- pages: 385-398 <-> 385u2013398 -|- ;DIFF;DIFF;DIFF;DIFF;OK;OK;MISS;author: atgulercjfwaaijermpalmblad <-> palmblad -|- title: Scientific Workflows For Bibliometrics <-> 15Th International Conference Of The International-Society-For-Scientometricsand-Informetrics (Issi) On Scientometrics And Informetrics -|- journal: Scientometrics <-> Jun 29-Jul 04 -|- year: 2016 <-> 2015 -|- ;DIFF;DIFF;DIFF;DIFF;DIFF;DIFF;NONE;author: atgulercjfwaaijermpalmblad <> mcjfwaaijer53atguler | title: Scientific Workflows For Bibliometrics <> Palmblad, Scientometrics 107, | journal: Scientometrics <> Turkey, Jun 29-Jul | year: 2016 <> 2015,385-398,(2016 | pages: 385-398 <> 0138-9130 | volume: 107 <> 04,issn | 
1154;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Clinical-Chemistry <-> Clinical Chemistry -|- ;OK;DIFF;DIFF;MISS;MISS;OK;MISS;MISS;NONE;NONE;NONE;author: ccamposfredondo <-> ccampos -|- title: Bibliometrics And Clinical-Chemistry <-> Clinical Chemistry -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Clinical Chemistry <-> Clinical Chemistry 37 -|- ;DIFF;DIFF;OK;OK;DIFF;DIFF;NONE;author: ccamposfredondo <> f54ccampos | title: Bibliometrics And Clinical-Chemistry <> Redondo, | pages: 303-304 <> 303-304,0009-9147 | volume: 37 <> 37,issn | 
1155;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Introduction To Bibliometrics And Scientometrics <-> Annals Of Library And Information Studies -|- ;OK;DIFF;DIFF;MISS;MISS;OK;MISS;MISS;NONE;NONE;NONE;author: gprathap <-> fnarin -|- title: Introduction To Bibliometrics And Scientometrics <-> Null -|- ;MISS;MISS;DIFF;OK;DIFF;MISS;DIFF;journal: Annals Of Library And Information Studies <-> Annals Of Library And Information Studies 69 -|- pages: 327 <-> 0972-5423 -|- number: 4 <-> 327 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: gprathap <> 55gprathap | title: Introduction To Bibliometrics And Scientometrics <> Annals Of Library | journal: Annals Of Library And Information Studies <> And Information Studies | pages: 327 <> 0972-5423 | volume: 69 <> 69,327,issn | 
1156;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics Theory, Practice And Problems <-> Evaluation Review -|- ;OK;DIFF;DIFF;MISS;MISS;DIFF;MISS;MISS;NONE;NONE;NONE;author: fnarindolivastrokstevens <-> djhicks -|- title: Bibliometrics Theory, Practice And Problems <-> Null -|- volume: 18 <-> 11 -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: fnarindolivastrokstevens <-> kstevens -|- journal: Evaluation Review <-> Evaluation Review 18 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: fnarindolivastrokstevens <> kstevensdolivastro56fnarin | pages: 65-76 <> 0193-841X | volume: 18 <> 18,65-76,issn | 
1157;science;0;article;1;1;1;1;1;1;0;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;NONE;NONE;NONE;NONE;title: Bibliometrics For Social Validation <-> Plos One -|- ;DIFF;OK;DIFF;MISS;OK;MISS;MISS;ADDED;NONE;NONE;NONE;ENTRYTYPE: article <-> misc -|- title: Bibliometrics For Social Validation <-> Plos One -|- ;OK;MISS;DIFF;OK;ADDED;MISS;MISS;journal: Plos One <-> Plos One 11 -|- ;DIFF;DIFF;DIFF;OK;ADDED;DIFF;NONE;author: djhicks <> 57djhicks | title: Bibliometrics For Social Validation <> Plos | journal: Plos One <> One | volume: 11 <> 11,issn | 
1158;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Scholarly Impact <-> American Psychologist -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;DIFF;NONE;NONE;NONE;title: Bibliometrics And Scholarly Impact <-> An Empirical Study Of The Effects Of Information Overload On Performance And Ability To Learn In Manual And Automated Systems -|- pages: 725-726 <-> 725u2013726 -|- ;MISS;MISS;MISS;OK;OK;MISS;MISS;;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: rdaniel <> daniel | pages: 725-726 <> 725-726,0003-066X | volume: 34 <> 58.R.34,issn | 
1159;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics: Simple - Understandable - Comprehensible <-> Zeitschrift Fur Bibliothekswesen Und Bibliographie -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;DIFF;NONE;NONE;NONE;title: Bibliometrics: Simple - Understandable - Comprehensible <-> Bibliometric Analysis Of The Citation Impact Of Scientific Journal Articles In The Field Of Librarianship -|- pages: 388-389 <-> 388u2013389 -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Zeitschrift Fur Bibliothekswesen Und Bibliographie <-> Zeitschrift Fur Bibliothekswesen Und Bibliographie 61 -|- ;DIFF;DIFF;DIFF;DIFF;DIFF;DIFF;NONE;author: dzimmer <> 59dzimmer | title: Bibliometrics: Simple - Understandable - Comprehensible <> Zeitschrift Fur Bibliothekswesen | journal: Zeitschrift Fur Bibliothekswesen Und Bibliographie <> Und Bibliographie | year: 2014 <> 388-389,(2014 | pages: 388-389 <> 0044-2380 | volume: 61 <> 61,issn | 
1160;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics Toolbox - Brooks,Ta <-> Journal Of The American Society For Information Science -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;DIFF;NONE;NONE;NONE;title: Bibliometrics Toolbox - Brooks,Ta <-> The Effects Of Information Overload On The Quality Of Decision Making In Libraries -|- pages: 70-71 <-> 70u201371 -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Journal Of The American Society For Information Science <-> Journal Of The American Society For Information Science 41 -|- ;DIFF;MISS;DIFF;OK;DIFF;DIFF;NONE;author: jmclain <> journalof60jmclain | journal: Journal Of The American Society For Information Science <> The American Society For Information Science | pages: 70-71 <> 0002-8231 | volume: 41 <> 41,70-71,issn | 
1161;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics-Based Decision Trees (Bbdts) Based On Bibliometrics-Based Heuristics (Bbhs): Visualized Guidelines For The Use Of Bibliometrics In Research Evaluation <-> Quantitative Science Studies -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;DIFF;NONE;NONE;NONE;title: Bibliometrics-Based Decision Trees (Bbdts) Based On Bibliometrics-Based Heuristics (Bbhs): Visualized Guidelines For The Use Of Bibliometrics In Research Evaluation <-> Quantitative Science Studies: An Empirical Study Of The Effects Of Information Overload On Performance And Ability To Learn In Manual And Automated Systems -|- pages: 171-182 <-> 171u2013182 -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Quantitative Science Studies <-> Quantitative Science Studies 1 -|- ;DIFF;DIFF;DIFF;OK;MISS;DIFF;NONE;author: lbornmann <> 61lbornmann | title: Bibliometrics-Based Decision Trees (Bbdts) Based On Bibliometrics-Based Heuristics (Bbhs): Visualized Guidelines For The Use Of Bibliometrics In Research Evaluation <> Quantitative | journal: Quantitative Science Studies <> Science Studies | volume: 1 <> 1,171-182 | 
1162;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: A Critical View On Bibliometrics <-> Turkish Librarianship -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;DIFF;NONE;NONE;NONE;title: A Critical View On Bibliometrics <-> The Effects Of Information Overload On The Quality Of Decision Making In Libraries -|- pages: 43-49 <-> 43u201349 -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Turkish Librarianship <-> Turkish Librarianship 33 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: myilmaz <> 62myilmaz | title: A Critical View On Bibliometrics <> Turkish | journal: Turkish Librarianship <> Librarianship | pages: 43-49 <> 43-49,1300-0039 | volume: 33 <> 33,issn | 
1163;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: A Closer Look At Bibliometrics <-> Dna Repair -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: A Closer Look At Bibliometrics <-> Dna Repair -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Dna Repair <-> Dna Repair 9 -|- ;DIFF;DIFF;MISS;OK;DIFF;DIFF;NONE;author: ecfriedberg <> 63ecfriedberg | title: A Closer Look At Bibliometrics <> Dna Repair | pages: 1018-1020 <> 1018-1020,1568-7864 | volume: 9 <> 9,issn | 
1164;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Dictionary Of Bibliometrics - Diodato,V <-> Journal Of Documentation -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Dictionary Of Bibliometrics - Diodato,V <-> Journal Of Documentation -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: qburrell <-> burrellq -|- journal: Journal Of Documentation <-> Journal Of Documentation 51 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: qburrell <> 64qburrell | pages: 448-450 <> 448-450,0022-0418 | volume: 51 <> 51,issn | 
1165;science;1;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Terroir In View Of Bibliometrics <-> Stats -|- ;OK;DIFF;DIFF;DIFF;MISS;DIFF;MISS;OK;NONE;NONE;NONE;author: cstefanis <-> cstefanisetal -|- title: Terroir In View Of Bibliometrics <-> Scientific And Technical Libraries -|- journal: Stats <-> Nauchnye I Tekhniu010Deskoi Biblioteki -|- volume: 6 <-> 89 -|- ;OK;MISS;OK;OK;OK;OK;MISS;;DIFF;MISS;OK;OK;OK;DIFF;NONE;author: cstefanis <> stefanisetal | volume: 6 <> 65.C.6 | 
1166;science;0;article;1;1;1;1;0;1;1;0;0;0;OK;OK;DIFF;MISS;OK;NONE;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Hunting The Predators <-> Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries -|- ;OK;DIFF;DIFF;DIFF;MISS;ADDED;MISS;DIFF;NONE;NONE;ADDED;author: kborgoyakovaazemskov <-> kborgoyakova -|- title: Bibliometrics And Hunting The Predators <-> U041Du0430U0443U0447U043Di U0438 U0442U0435U0445Niu010Deskii Biblioteki -|- journal: Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries <-> Scientific And Technical Libraries -|- pages: 89-100 <-> 100-108 -|- ;DIFF;MISS;DIFF;OK;DIFF;ADDED;MISS;author: kborgoyakovaazemskov <-> nauchnyeitekhnicheskiebibliotekiscientific -|- journal: Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries <-> Technical Libraries -|- pages: 89-100 <-> 100-9765 -|- ;DIFF;DIFF;DIFF;OK;DIFF;ADDED;NONE;author: kborgoyakovaazemskov <> andazemskov66kborgoyakova | title: Bibliometrics And Hunting The Predators <> Nauchnye I Tekhnicheskie | journal: Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries <> Biblioteki-Scientific Technical Libraries | pages: 89-100 <> 0130-9765 | 
1167;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Urban Knowledge Transfer <-> Cities -|- ;OK;DIFF;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;author: jkamalskiakirby <-> jkamalski -|- title: Bibliometrics And Urban Knowledge Transfer <-> Cities -|- ;DIFF;MISS;MISS;OK;OK;OK;MISS;author: jkamalskiakirby <-> kirby -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: jkamalskiakirby <> akirby67jkamalski | pages: S3-S8 <> 0264-2751 | volume: 29 <> 29,S3-S8,issn | 
1168;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: A Bradford Distribution For Bibliometrics <-> Scientometrics -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: A Bradford Distribution For Bibliometrics <-> Scientometrics -|- ;OK;MISS;MISS;OK;OK;OK;MISS;;MISS;MISS;DIFF;OK;DIFF;DIFF;NONE;journal: Scientometrics <> Peritz, Scientometrics | pages: 323-329 <> 323-329,0138-9130 | volume: 18 <> 68.B.18,issn | 
